,month,well_name,bhp,bht,dp_tubing,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,whp,wht,choke_size_percentage,oil_rate,prod_hrs,oil_vol,gas_vol,water_vol
129,July 2013,5351,246.16743031522233,100.2120650618733,212.80320328542822,21.17728243700732,89.60271355555555,33.3642270297941,87.587942734629,4.627177802650199,803.0902966090504,37952.537445,3596260.3699999996,525941665.02,3701466.375000001
130,August 2013,5351,246.60234974231088,100.58648715313757,214.10358019590691,21.641676560136634,97.54295533045978,32.49876954640398,88.21623712398178,3.430564924901829,752.810534401046,38640.362445,3617927.2699999996,529201228.57,3792919.545000001
131,September 2013,5351,235.41824649267812,94.45449144524203,204.31388273333158,21.16102178765978,85.82451576149425,33.32777480819715,87.025630701692,4.2393348741396775,663.9895002855557,39267.187444999996,3635797.9899999998,531909084.84,3885596.5950000007
132,October 2013,5351,250.7580716675071,100.31699642625397,217.73038329724113,21.41512625701577,92.16055024971264,33.02768837026593,86.68070574912934,3.638374312423697,654.3174681553663,39919.97493999999,3654239.0999999996,534666220.02,3982350.1650000005
133,November 2013,5351,251.00834853787075,100.17627523639793,218.0793281477522,20.861761743092853,93.37165549305556,32.92902039011854,86.86127207494368,3.5309848609526147,644.575159895783,40601.22493999999,3673487.76,537519799.72,4086088.0350000006
134,December 2013,5351,254.032298530488,100.10062191080215,220.77568013268058,20.198910290273606,83.7591139861111,33.25661839780742,85.38803867103586,3.846485043894796,560.1695407294737,41231.308269999994,3688983.73,539850323.71,4183395.3550000004
135,January 2014,5351,253.59764860775385,100.0415341110664,221.04542978895066,19.992584133697118,92.51678385416668,32.552218818803176,84.80631648756695,3.473566495821747,585.8601118195344,41904.558269999994,3705670.31,542277076.9200001,4290121.095000001
136,February 2014,5351,254.37748756978635,99.99199482307446,221.30858783186247,20.068912201917506,89.66801628858023,33.06889973792389,85.62999369890987,3.225255592803948,588.8650146669237,42503.16660999999,3720436.44,544438348.4900001,4386551.375000001
137,March 2014,5351,256.70171969627427,99.93472184596274,223.46662930296029,19.840077696278502,87.8040491058906,33.23509039331399,85.81139478499576,3.4130683959036348,508.3305535518734,43180.333269999996,3735391.28,546634731.5100001,4488052.555000001
138,April 2014,5351,256.62630852903965,100.00205944768749,224.25553886844548,20.88410180672058,96.36103386805556,32.37076966059418,87.37408800490853,2.925118509971275,565.0978755466118,43881.7916,3751963.52,549033619.6000001,4592914.845000001
